rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
254	1	1	1	0.3320013711832286	-120.61248392790249	0.9999999999999999	203.78095121689378	C9H12N2O6	[M - H]-	DRTQHJPVMGBUCF	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)	b-Uridine	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	-2.2649436	1177;6029;18323;1521749;638039;643973;151772;165148;167877;170274;453551;466466;7059436;7059437;7059438;7059439;6559159;6604651;9859650;12219138;12219139;10879431;11010214;11064619;10169826;11107719;11747043;10377200;23422047;24766323;40428662;45356795;45358305;46780471;46780472;46783218;49849540;44450699;46875324;53775730;53775732;57157461;57291238;57357697;57416896;59065926;66682873;68438530;68442208;71772549;76973315;76973510;88407113;92043551;92131731;90472260;89495556;90472731;101008161;101691180;101343952;101384428;100935581;119106346;118662637;118679165;118855855;118855918;121453191;121487065;121487114;121487515;121487529;123262984;123672159;123878119;124202892;123993511;126968793;126969140;130312966;129655723;131705712;131708540;133687563;133687564;134694357	HMDB:(296);ZINC bio:(ZINC02583633 ZINC03834164 ZINC03870261 ZINC03870262 ZINC03870263 ZINC03870264 ZINC06091549 ZINC07998085);additional;MeSH:(1177 6029 18323 9859650 12219138 45358305 46780471 57416896);Plantcyc:(URIDINE);PubMed;NORMAN:(NS00014580);COCONUT:(CNP0230441 CNP0420323);KNApSAcK:(19674);Natural Products:(UNPD108011 UNPD169274 UNPD79602 UNPD188558 UNPD211663);PubChem:(1177 6029 18323 1521749 638039 643973 151772 165148 167877 170274 453551 466466 7059436 7059437 7059438 7059439 6559159 6604651 9859650 12219138 12219139 10879431 11010214 11064619 10169826 11107719 11747043 10377200 23422047 24766323 40428662 45356795 45358305 46780471 46780472 46783218 49849540 44450699 46875324 53775730 53775732 57157461 57291238 57357697 57416896 59065926 66682873 68438530 68442208 71772549 76973315 76973510 88407113 92043551 92131731 90472260 89495556 90472731 101008161 101691180 101343952 101384428 100935581 119106346 118662637 118679165 118855855 118855918 121453191 121487065 121487114 121487515 121487529 123262984 123672159 123878119 124202892 123993511 126968793 126969140 130312966 129655723 131705712 131708540 133687563 133687564 134694357);CHEBI:(143353 16704 68346);PubChem class - bio and metabolites;KEGG:(C16745 C00299);PubChem class - safety and toxic;YMDB:(127);Training Set;PubChem class - drug;Biocyc:(URIDINE)	120580478	243.05983681654	80.49695778326	338_neg_ms2_spectra_FT01645
255	1	1	1	0.33115449140105674	-93.19598822783588	0.9999999999999999	126.63623510375784	C20H28O12	[M - H]-	STSLPRRNSYCFTQ	InChI=1S/C20H28O12/c21-7-10-13(23)15(25)17(27)19(30-10)32-20-18(28)16(26)14(24)11(31-20)8-29-12(22)6-9-4-2-1-3-5-9/h1-5,10-11,13-21,23-28H,6-8H2	null	C1=CC=C(C=C1)CC(=O)OCC2C(C(C(C(O2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O	-2.5999999	75368748;133562288	COCONUT:(CNP0102467);Training Set;PubChem:(75368748 133562288);additional	2637826	459.147610622846	283.89333793359	1216_neg_ms2_spectra_FT06636
256	1	1	2	0.3311443575705919	-331.23783247580184	0.9517587939698493	75.59001770339643	C17H19N6O8P	[M - H]-	XZXXWUQOHYJTTC	InChI=1S/C17H19N6O8P/c18-9-4-2-1-3-8(9)17(26)31-32(27,28)29-5-10-12(24)13(25)16(30-10)23-7-22-11-14(19)20-6-21-15(11)23/h1-4,6-7,10,12-13,16,24-25H,5,18H2,(H,27,28)(H2,19,20,21)	null	C1=CC=C(C(=C1)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)N	-1.20357466	92044056	PubChem:(92044056);PubChem class - bio and metabolites	16777218	465.09074846616	361.665636198139	1255_neg_ms2_spectra_FT06862
257	1	1	1	0.3298912709690202	-232.10678958708658	0.9999999999999999	22.260443452013398	C30H28O16	[M + Cl]-	GVDZNTJXQABNTE	InChI=1S/C30H28O16/c1-30(40,10-22(32)33)11-24(35)41-12-21-25(36)26(37)27(38)29(46-21)45-19-9-18-14(6-16(19)31)7-20(28(39)44-18)42-15-4-2-13-3-5-23(34)43-17(13)8-15/h2-9,21,25-27,29,31,36-38,40H,10-12H2,1H3,(H,32,33)	null	CC(CC(=O)O)(CC(=O)OCC1C(C(C(C(O1)OC2=C(C=C3C=C(C(=O)OC3=C2)OC4=CC5=C(C=C4)C=CC(=O)O5)O)O)O)O)O	0.100000001	45360263	COCONUT:(CNP0029896 CNP0333194);Natural Products:(UNPD98804);PubChem:(45360263);SuperNatural:(SN00040702 SN00040703);ZINC bio:(ZINC67912113 ZINC67912115)	3186690	679.112805199489	373.025765809927	1878_neg_ms2_spectra_FT12418
258	1	1	1	0.32960683665085666	-29.43914804149011	0.9999999999999999	55.100474052049286	C8H11NO2	[M - H]-	VYFYYTLLBUKUHU	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	intropin	C1=CC(=C(C=C1CCN)O)O	0.407974631	681;450881;3713609;12207256;12207262;11506498;11993858;11993860;11993861;18598488;18598659;21969852;22851103;22851969;22857281;25241143;25241144;51038520;54417145;54417146;66552395;67114988;88365521;87775092;88898406;90477543;91323489;91622591;102085251;102601070;102601159;118050204;122629528;131852548;131953141	HMDB:(73);SuperNatural:(SN00345927 SN00000312);ZINC bio:(ZINC00033882);additional;HSDB:(51-61-6);MeSH:(681 3713609);Plantcyc:(DOPAMINE);PubMed;NORMAN:(NS00000608);COCONUT:(CNP0240443 CNP0254743);KNApSAcK:(1408);Natural Products:(UNPD99458);PubChem:(681 450881 3713609 12207256 12207262 11506498 11993858 11993860 11993861 18598488 18598659 21969852 22851103 22851969 22857281 25241143 25241144 51038520 54417145 54417146 66552395 67114988 88365521 87775092 88898406 90477543 91323489 91622591 102085251 102601070 102601159 118050204 122629528 131852548 131953141);YMDB Mine;CHEBI:(59905 18243);PubChem class - bio and metabolites;KEGG:(C03758);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(DOPAMINE)	34481302398	152.071328965945	47.7535828739438	104_neg_ms2_spectra_FT00634
259	1	1	1	0.32866368680852576	-641.6215005190087	0.9989949748743717	79.5810972094944	C24H28N6O10S	[M - H]-	BLHZPPIRNRDRSC	InChI=1S/C24H28N6O10S/c1-4-28-7-8-29(18(36)17(28)35)22(40)26-14(11-5-6-12(32)13(33)9-11)16(34)27-24(25-10-31)20(39)30-15(19(37)38)23(2,3)41-21(24)30/h5-6,9-10,14-15,21,32-33H,4,7-8H2,1-3H3,(H,25,31)(H,26,40)(H,27,34)(H,37,38)	Fomidacillin	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC(=C(C=C2)O)O)C(=O)NC3(C4N(C3=O)C(C(S4)(C)C)C(=O)O)NC=O	-1.96829581	72025;146823;6917879;14431554;18599165;73951990;88733568	NORMAN:(NS00011634);COCONUT:(CNP0388700);PubChem:(72025 146823 6917879 14431554 18599165 73951990 88733568);MeSH:(72025 6917879);PubMed;PubChem class - drug	35913798	591.151817943745	365.725731253827	1673_neg_ms2_spectra_FT10438
260	2	1	2	0.32764656039938284	-119.00401560491142	0.13115577889447236	26.471310663418123	C27H46O9	[M - H]-	HUSISCNTLUEZCN	InChI=1S/C27H46O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,21-22,24-29,31-33H,2,5,8,11-20H2,1H3	[2-hydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O	3.29999995	11497202;44715454;51692835;51692836;51692837;51692838;67458951;90805430;91203997;101518159;101562099;102302645;124899775;124899776;124899777;124899778;139291884	COCONUT:(CNP0176099);Natural Products:(UNPD123361 UNPD137650);PubChem:(11497202 44715454 51692835 51692836 51692837 51692838 67458951 90805430 91203997 101518159 101562099 102302645 124899775 124899776 124899777 124899778 139291884);SuperNatural:(SN00037435 SN00032617 SN00037432 SN00037433 SN00032616 SN00037434 SN00032615 SN00277675 SN00032614 SN00262736);CHEBI:(139416);ZINC bio:(ZINC31155081 ZINC31155085 ZINC31155090 ZINC31155095 ZINC35454647 ZINC35454651 ZINC35454655 ZINC35454658);additional;Training Set;PubMed;KEGG Mine	8593662050	513.303162178105	677.258752736055	1465_neg_ms2_spectra_FT08408
261	1	1	1	0.32740221475158904	-203.87889347189946	0.9999999999999999	136.0681539004622	C16H25N5O4	[M - H]-	LOHSJZLQNKMZMK	InChI=1S/C16H25N5O4/c1-25-15(24)13(3-2-8-20-16(18)19)21-14(23)12(17)9-10-4-6-11(22)7-5-10/h4-7,12-13,22H,2-3,8-9,17H2,1H3,(H,21,23)(H4,18,19,20)	Tyrosylarginine methyl ester	COC(=O)C(CCCN=C(N)N)NC(=O)C(CC1=CC=C(C=C1)O)N	-0.294021279	124899;21120435;21120436;54044058	MeSH:(124899);PubChem:(124899 21120435 21120436 54044058);PubMed;KEGG Mine	8589934662	350.184141615427	47.545213162521	795_neg_ms2_spectra_FT03820
262	1	1	2	0.3261037453431304	-338.27332648959487	0.4025125628140704	153.588420986991	C17H17ClF4N4O5S	[M - H]-	GNHDVXLWBQYPJE	InChI=1S/C17H17ClF4N4O5S/c1-8(2)25(4)32(30,31)23-15(28)9-5-12(11(19)6-10(9)18)26-14(27)7-13(17(20,21)22)24(3)16(26)29/h5-8H,1-4H3,(H,23,28)	Kixor	CC(C)N(C)S(=O)(=O)NC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N(C2=O)C)C(F)(F)F	2.0999999	11571392;139025573	PubChem:(11571392 139025573);CHEBI:(142824);additional;MeSH:(11571392);PubChem class - safety and toxic;PubMed	67633254	499.046145134925	379.509021741216	1407_neg_ms2_spectra_FT07930
263	4	1	1	0.3258062614556648	-53.28259669760816	0.9999999999999999	17.918696029669228	C10H14N2O6	[M - H]-	DWRXFEITVBNRMK	InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)	bmse000759	CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	-1.91061068	65049;1715220;1780322;249989;445408;7078333;7282395;7282396;6473775;6566029;6618663;10611337;10801292;9903261;13020162;13020163;13020164;11807505;18658621;29933584;44307661;46782360;46874472;46877118;57057957;53783206;53783207;57200172;57809646;68661229;70019486;71308982;90470943;90472729;100949618;118855897;121487430;129687052;133688784;131854196;134694832;139024626	HMDB:(884);ZINC bio:(ZINC01319176 ZINC02020227 ZINC02125635 ZINC02583634 ZINC04028557 ZINC04557135 ZINC04557136 ZINC04557137 ZINC05765081);additional;MeSH:(65049 445408 46874472);Plantcyc:(CPD-15123);PubMed;NORMAN:(NS00024786);COCONUT:(CNP0135163);Natural Products:(UNPD164177 UNPD133022 UNPD84616 UNPD195506);PubChem:(65049 1715220 1780322 249989 445408 7078333 7282395 7282396 6473775 6566029 6618663 10611337 10801292 9903261 13020162 13020163 13020164 11807505 18658621 29933584 44307661 46782360 46874472 46877118 57057957 53783206 53783207 57200172 57809646 68661229 70019486 71308982 90470943 90472729 100949618 118855897 121487430 129687052 133688784 131854196 134694832 139024626);YMDB Mine;CHEBI:(45996 80699 30821);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C16744);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15123)	51626568046	257.079565977847	409.374387296237	379_neg_ms2_spectra_FT01858
264	6	1	6	0.3257317477926772	-40.01552156600268	0.4276381909547739	93.47034905529235	C22H20O12	[M - H]-	GVEZRDBRYNJUDQ	InChI=1S/C22H20O12/c1-31-19-13(33-22-18(28)16(26)17(27)20(34-22)21(29)30)7-12-14(15(19)25)10(24)6-11(32-12)8-2-4-9(23)5-3-8/h2-7,16-18,20,22-23,25-28H,1H3,(H,29,30)	Hispidulin 7-glucuronide	COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	1.10000002	5318059;11972365;17981428;21550835;44258434;57131440	COCONUT:(CNP0131952 CNP0149241);HMDB:(128594);KNApSAcK:(4232);Natural Products:(UNPD8078 UNPD63312);PubChem:(5318059 11972365 17981428 21550835 44258434 57131440);SuperNatural:(SN00261995 SN00029091 SN00388966);ZINC bio:(ZINC31160567);additional;PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439194	475.08519316578	406.525571784989	1298_neg_ms2_spectra_FT07175
265	4	1	4	0.32562661093676	-47.99372517030056	0.01909547738693468	29.105066611678495	C11H16N5O7P	[M - H]-	OYQVPLDFZZKUTQ	InChI=1S/C11H16N5O7P/c1-21-24(19,20)22-2-5-7(17)8(18)11(23-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H,19,20)(H2,12,13,14)	Adenosine 5''-methyl phosphate	COP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	-2.11529946	515377;323498;3082029;46876694;68016903;68026771;135029190	MeSH:(3082029);PubChem:(515377 323498 3082029 46876694 68016903 68026771 135029190);PubMed	70	360.068428642823	222.21208084299	836_neg_ms2_spectra_FT04068
266	1	1	1	0.3254931064497833	-5.247790211309824	0.9999999999999999	63.20867492869382	C4H6O5	[M - H]-	BJEPYKJPYRNKOW	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	L-malate	C(C(C(=O)O)O)C(=O)O	-1.18889976	525;92824;160434;222656;3753357;3762918;5001719;5288813;5459792;5459794;10953564;10080448;17754080;20130941;25214506;44241876;53684892;57539212;71749880;71309137;71309504;71309560;71309907;87110808;102098786;101798836;101429368;101429369;119078485;129883083;138628585	HMDB:(31518 156 744);PubChem class - food;SuperNatural:(SN00001728 SN00155869 SN00261423 SN00233270);ZINC bio:(ZINC00895074 ZINC00895264);additional;HSDB:(6915-15-7);MeSH:(525 160434);Plantcyc:(CPD-660 MAL);PubMed;NORMAN:(NS00008011 NS00049671);COCONUT:(CNP0083641 CNP0152510 CNP0174816);KNApSAcK:(1192);Natural Products:(UNPD70298 UNPD170416 UNPD153985);PubChem:(525 92824 160434 222656 3753357 3762918 5001719 5288813 5459792 5459794 10953564 10080448 17754080 20130941 25214506 44241876 53684892 57539212 71749880 71309137 71309504 71309560 71309907 87110808 102098786 101798836 101429368 101429369 119078485 129883083 138628585);CHEBI:(15588 30796 15589 6650 30797 15595);PubChem class - bio and metabolites;KEGG:(C00711 C00497 C03668 C00149);PubChem class - safety and toxic;YMDB:(1064 280);Training Set;PubChem class - drug;Biocyc:(CPD1UA-25 MAL CPD-660)	255847294	133.01270805974	69.0539383076662	78_neg_ms2_spectra_FT00489
267	1	1	3	0.32431161818531506	-20.694310974783786	0.9648241206030153	37.029917602658315	C20H20O14	[M - H]-	LYGRISUQIZNHGM	InChI=1S/C20H20O14/c21-8-1-6(2-9(22)13(8)25)18(30)32-5-12-15(27)16(28)17(29)20(33-12)34-19(31)7-3-10(23)14(26)11(24)4-7/h1-4,12,15-17,20-29H,5H2	2,5-Digalloylglucose	C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O	-0.800000012	440221;3332212;14034260;51522153;51522154;51522155;51522156;89090940;91227631;124708141;124903602	HMDB:(39179);SuperNatural:(SN00020306 SN00020304 SN00242657 SN00006882 SN00036720 SN00037219 SN00037218 SN00020305 SN00020307);ZINC bio:(ZINC04096316 ZINC13458828 ZINC13458830 ZINC13458833 ZINC13458835 ZINC13525080 ZINC15043210 ZINC15043216);additional;MeSH:(440221);Plantcyc:(1-O6-O-DIGALLOYL-BETA-D-GLUCOSE);PubMed;COCONUT:(CNP0411484);Natural Products:(UNPD150064 UNPD195596);PubChem:(440221 3332212 14034260 51522153 51522154 51522155 51522156 89090940 91227631 124708141 124903602);CHEBI:(15723);PubChem class - bio and metabolites;KEGG:(C04101);Training Set;Biocyc:(1-O6-O-DIGALLOYL-BETA-D-GLUCOSE)	20638062	483.074194929499	263.661619978636	1335_neg_ms2_spectra_FT07427
268	1	1	1	0.32390050593188535	-564.854144859983	0.9924623115577891	91.30691430384765	C23H27F2N5O5	[M - H]-	SCHUXLIEGVIRJW	InChI=1S/C23H27F2N5O5/c1-29-11-4-5-18(29)22(33)30-12-9-17(20(30)21(32)26-10-3-6-19(31)35-2)28-23(34)27-16-8-7-14(24)13-15(16)25/h4-5,7-8,11,13,17,20H,3,6,9-10,12H2,1-2H3,(H,26,32)(H2,27,28,34)	methyl 4-[(3-{[(2,4-difluorophenyl)carbamoyl]amino}-1-[(1-methyl-1H-pyrrol-2-yl)carbonyl]prolyl)amino]butanoate	CN1C=CC=C1C(=O)N2CCC(C2C(=O)NCCCC(=O)OC)NC(=O)NC3=C(C=C(C=C3)F)F	1.70000005	3705649;11865853	COCONUT:(CNP0403761);PubChem:(3705649 11865853);SuperNatural:(SN00004058);ZINC bio:(ZINC03839187)	3153922	490.194020539677	289.479995533023	1377_neg_ms2_spectra_FT07673
269	1	1	2	0.3235768364449915	-139.71054141868873	0.9597989949748745	116.32880495849858	C21H34N4O10	[M + Cl]-	AXTKTZHLZLOIIO	InChI=1S/C21H34N4O10/c1-5-10(2)17(22-12(4)28)20(34)24-14(6-7-15(29)30)19(33)25-18(11(3)27)21(35)23-13(9-26)8-16(31)32/h9-11,13-14,17-18,27H,5-8H2,1-4H3,(H,22,28)(H,23,35)(H,24,34)(H,25,33)(H,29,30)(H,31,32)	Caspase-8 Inhibitor I	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C=O)NC(=O)C	-2.0	11466200;16760475;23645145;44135117;56846249;124518163;125342332;125342333;125342334	MeSH:(11466200);Training Set;PubChem:(11466200 16760475 23645145 44135117 56846249 124518163 125342332 125342333 125342334);PubMed	16454	537.199455810074	613.050168098373	1550_neg_ms2_spectra_FT09104
270	2	1	2	0.3234747640461694	-237.3274267515653	0.08844221105527639	41.55305827078451	C28H28O14	[M + Cl]-	YPFUHFNAEWURDN	InChI=1S/C28H28O14/c29-14-4-1-12(2-5-14)3-6-16(30)22-17(31)9-15(10-18(22)32)41-28-26(38)25(37)24(36)21(42-28)11-40-27(39)13-7-19(33)23(35)20(34)8-13/h1-2,4-5,7-10,21,24-26,28-29,31-38H,3,6,11H2	null	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O)O)O	1.39999998	24039364	COCONUT:(CNP0418291);PubChem:(24039364);SuperNatural:(SN00038342);ZINC bio:(ZINC33861425);additional;Training Set	3694594	623.118038893234	364.415579243472	1733_neg_ms2_spectra_FT11084
271	1	1	2	0.32335823142561543	-271.6110227085983	0.38241206030150754	62.4511869161945	C30H56N8O10	[M + Cl]-	FHSCFJZDOZJDNS	InChI=1S/C30H56N8O10/c1-7-16(4)23(29(47)36-22(15(2)3)28(46)33-17(5)25(43)34-19(12-39)13-40)37-27(45)21(14-41)35-30(48)24(18(6)42)38-26(44)20(32)10-8-9-11-31/h12,15-24,40-42H,7-11,13-14,31-32H2,1-6H3,(H,33,46)(H,34,43)(H,35,48)(H,36,47)(H,37,45)(H,38,44)	null	CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CO)C=O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CCCCN)N	-3.0	138857890	PubChem:(138857890);PubChem class - bio and metabolites	16777218	723.376360729003	643.550256890549	1945_neg_ms2_spectra_FT13375
272	1	1	1	0.3226687191540786	-8.41265294608864	0.9999999999999999	17.98430006511655	C8H7N	[M - H]-	SIKJAQJRHWYJAI	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	1H-Indole	C1=CC=C2C(=C1)C=CN2	1.87585092	798;450709;4528438;10725332;10772970;12196802;12196803;12196804;12196805;12196806;12196810;12196812;12196813;11542778;11147700;11843674;22035206;76972954;87660093;89280765;129831097;135027300	HMDB:(738);PubChem class - food;ZINC bio:(ZINC14516984);additional;HSDB:(120-72-9);MeSH:(798);Plantcyc:(INDOLE);PubMed;NORMAN:(NS00010849);COCONUT:(CNP0076884 CNP0118430);KNApSAcK:(1418);Natural Products:(UNPD87342);PubChem:(798 450709 4528438 10725332 10772970 12196802 12196803 12196804 12196805 12196806 12196810 12196812 12196813 11542778 11147700 11843674 22035206 76972954 87660093 89280765 129831097 135027300);CHEBI:(16881);PubChem class - bio and metabolites;KEGG:(C00463);PubChem class - safety and toxic;Training Set;Biocyc:(SMA-0000531 SMA-0000046 INDOLE SMA-0000664)	221178750	116.049124948421	247.17235173165	55_neg_ms2_spectra_FT00319
273	1	1	1	0.3226170423814226	-310.55956185313806	0.9999999999999999	48.46131128236639	C29H42N8O6	[M - H]-	BLQKHFKOFAARAK	InChI=1S/C29H42N8O6/c1-16(2)24(27(41)37-13-7-11-23(37)28(42)43)36-25(39)21(10-6-12-32-29(30)31)35-26(40)22(34-17(3)38)14-18-15-33-20-9-5-4-8-19(18)20/h4-5,8-9,15-16,21-24,33H,6-7,10-14H2,1-3H3,(H,34,38)(H,35,40)(H,36,39)(H,42,43)(H4,30,31,32)	null	CC(C)C(C(=O)N1CCCC1C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C	0.725437999	122705790	PubChem:(122705790);PubChem class - bio and metabolites	16777218	597.314860513349	717.0700650539	1685_neg_ms2_spectra_FT10570
274	2	1	2	0.3217600001659752	-409.1116830261079	0.3185929648241207	63.23287305964757	C21H33N5O9	[M - H]-	FMYSLCROZIPPAD	InChI=1S/C21H33N5O9/c1-10(2)17(25-18(31)12(23-11(3)27)6-7-16(29)30)19(32)24-13(9-15(22)28)20(33)26-8-4-5-14(26)21(34)35/h10,12-14,17H,4-9H2,1-3H3,(H2,22,28)(H,23,27)(H,24,32)(H,25,31)(H,29,30)(H,34,35)	null	CC(C)C(C(=O)NC(CC(=O)N)C(=O)N1CCCC1C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C	-2.0	91826043	PubChem:(91826043);PubChem class - bio and metabolites	16777218	498.221088853545	292.500783134495	1406_neg_ms2_spectra_FT07919
275	1	1	1	0.3216893663327514	-391.7228158649065	0.9999999999999999	32.93742075616909	C55H56O29	[M + Br]-	QFWJOKPRBIVXLN	InChI=1S/C55H56O29/c1-74-34-14-24(4-10-30(34)60)6-13-41(65)83-51-47(71)43(67)36(20-56)80-55(51)84-52-48(72)45(69)38(21-75-40(64)12-5-23-2-8-26(57)9-3-23)82-54(52)79-35-18-28-32(77-50(35)25-7-11-29(59)31(61)15-25)16-27(58)17-33(28)78-53-49(73)46(70)44(68)37(81-53)22-76-42(66)19-39(62)63/h2-18,36-38,43-49,51-56,67-73H,19-22H2,1H3,(H5-,57,58,59,60,61,62,63,64,65)/p+1	null	COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(C(OC2OC3C(C(C(OC3OC4=C([O+]=C5C=C(C=C(C5=C4)OC6C(C(C(C(O6)COC(=O)CC(=O)O)O)O)O)O)C7=CC(=C(C=C7)O)O)COC(=O)C=CC8=CC=C(C=C8)O)O)O)CO)O)O)O	1.26765251	102577404	Natural Products:(UNPD67885);PubChem:(102577404);SuperNatural:(SN00358453)	1081346	1259.21449277425	360.470875953485	2161_neg_ms2_spectra_FT17246
276	2	1	3	0.32126724158849584	-129.44305595087158	0.5	13.936019521512527	C30H32O17	[M - H]-	FZDRRQITRWLLCV	InChI=1S/C30H32O17/c1-11-23(37)25(39)27(41)29(43-11)47-28-26(40)24(38)19(10-42-21(36)9-20(34)35)46-30(28)44-14-6-15(32)22-16(33)8-17(45-18(22)7-14)12-2-4-13(31)5-3-12/h2-8,11,19,23-32,37-41H,9-10H2,1H3,(H,34,35)	Apigenin 7-(6''''-malonylneohesperidoside)	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)COC(=O)CC(=O)O)O)O)O)O)O	-0.5	44257842	COCONUT:(CNP0208933);KNApSAcK:(4192);Natural Products:(UNPD123391);PubChem:(44257842);SuperNatural:(SN00389742)	3178514	663.15288950846	450.840111944103	1842_neg_ms2_spectra_FT12043
277	1	1	1	0.3209337040839641	-189.63404288548796	0.9939698492462312	62.18767116628217	C24H26O12	[M - H]-	GPCKIXOOCSOBEC	InChI=1S/C24H26O12/c1-10(25)33-9-19-21(29)22(30)23(31)24(36-19)34-12-6-14(27)20-15(28)8-16(35-18(20)7-12)11-3-4-13(26)17(5-11)32-2/h3-7,16,19,21-24,26-27,29-31H,8-9H2,1-2H3	Viscumneoside VI	CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=O)CC(OC3=C2)C4=CC(=C(C=C4)O)OC)O)O)O)O	0.600000024	3082946;5315254;22524616;42608005	COCONUT:(CNP0265502);KNApSAcK:(8442);Natural Products:(UNPD121758 UNPD136735);PubChem:(3082946 5315254 22524616 42608005);SuperNatural:(SN00330969 SN00239400 SN00162013);CHEBI:(132860);MeSH:(3082946);PubMed	3178614	505.13176927889	474.19579278986	1438_neg_ms2_spectra_FT08128
278	4	1	4	0.32078646158466234	-323.1285627272335	0.05376884422110553	21.57486865959929	C19H27N7O5	[M + Cl]-	PMFZEXFSORBYMD	InChI=1S/C19H27N7O5/c1-2-5-26-15(27)8-12(24-19(26)31)17(29)23-13(7-11-9-21-10-22-11)18(30)25-6-3-4-14(25)16(20)28/h9-10,12-14H,2-8H2,1H3,(H2,20,28)(H,21,22)(H,23,29)(H,24,31)	L-Prolinamide, N-((hexahydro-2,6-dioxo-1-propyl-4-pyrimidinyl)carbonyl)-L-histidyl-, (S)-, hydrate (2:3)	CCCN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N	-1.2118572	3080382;44307951	PubChem class - safety and toxic;PubChem:(3080382 44307951);PubMed	67108930	468.177459116229	260.379472015813	1262_neg_ms2_spectra_FT06935
279	3	1	3	0.3189442279861234	-138.7257981540475	0.08040201005025127	60.43606783881015	C30H36O16	[M + Cl]-	OXBVXVIJHSFEQM	InChI=1S/C30H36O16/c1-14(32)43-28-27(46-29-25(40)24(39)21(37)13-42-29)26(45-23(38)7-4-15-2-5-17(33)19(35)10-15)22(12-31)44-30(28)41-9-8-16-3-6-18(34)20(36)11-16/h2-7,10-11,21-22,24-31,33-37,39-40H,8-9,12-13H2,1H3	null	CC(=O)OC1C(C(C(OC1OCCC2=CC(=C(C=C2)O)O)CO)OC(=O)C=CC3=CC(=C(C=C3)O)O)OC4C(C(C(CO4)O)O)O	-0.400000006	25058943	COCONUT:(CNP0316892);KNApSAcK:(33613);Natural Products:(UNPD76696);PubChem:(25058943);SuperNatural:(SN00340410)	3178514	687.173972054026	316.720786895864	1890_neg_ms2_spectra_FT12590
